date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019/10/21 10:00,639,691,51,10.9,913,18,25.32
2019/10/21 10:15,683,720,53,12.1,912.7,16.2,28.01
2019/10/21 10:30,744,756,56,13.8,912.5,12.3,30.34
2019/10/21 10:45,794,781,58,15.5,912.5,8.3,32.63
2019/10/21 11:00,845,805,60,16.1,912.3,7.5,34.68
2019/10/21 11:15,897,818,61,16.7,912.2,6.9,36.36
2019/10/21 11:30,942,829,63,17.3,912,6.4,37.82
2019/10/21 11:45,986,846,64,18.2,911.9,5.1,38.98
2019/10/21 12:00,1014,845,67,18.6,911.6,4.3,40.12
2019/10/21 12:15,1033,839,71,18.9,911.5,3.7,40.92
2019/10/21 12:30,1055,843,72,19,911.2,3.6,41.52
2019/10/21 12:45,1083,843,78,18,911,7.1,42.05
2019/10/21 13:00,1103,842,86,18.1,910.8,7.5,42.61
2019/10/21 13:15,1140,865,191,18.2,910.6,7.5,42.31
2019/10/21 13:30,1117,835,120,18.2,910.4,7.2,42.14
2019/10/21 13:45,1080,818,87,18.6,910.2,6.3,41.85
2019/10/21 14:00,1061,812,85,18.5,910,5.6,41.19
2019/10/21 14:15,1039,817,77,19,909.9,5.5,40.78
2019/10/21 14:30,1006,800,75,19.5,909.6,5,40.02
2019/10/21 14:45,989,803,74,19.3,909.4,5.5,39.4
2019/10/21 15:00,948,790,70,19.5,909.4,5,38.13
2019/10/21 15:15,902,776,68,19.1,909.1,5.9,36.94
2019/10/21 15:30,853,772,65,19.5,908.8,6.4,35.27
2019/10/21 15:45,779,731,66,19.3,908.8,4.2,33.49
2019/10/21 16:00,725,697,64,19.7,908.6,4.7,31.38
2019/10/21 16:15,683,662,63,19.4,908.5,4.4,29.13
2019/10/21 16:30,631,618,61,19.3,908.4,4.7,26.59
2019/10/21 16:45,579,559,59,19.3,908.5,4.5,23.64
2019/10/21 17:00,514,520,52,19.3,908.4,4.3,20.78
2019/10/21 17:15,443,478,47,19.1,908.3,4.4,17.79
2019/10/21 17:30,355,418,41,19.2,908.2,4.4,14.21
2019/10/21 17:45,257,334,34,19,908.3,4.7,10.77
2019/10/21 18:00,181,271,28,18.8,908.4,4.9,7.18
2019/10/21 18:15,38,15,16,18.3,908.4,5.2,2.82
2019/10/21 18:30,23,22,8,17.7,908.3,6,0.62
2019/10/21 18:45,1,1,0,17.4,908.5,6.1,0.01
2019/10/21 19:00,0,0,0,17.1,908.6,7.4,0
2019/10/21 19:15,0,1,0,16.4,908.7,8.9,0
2019/10/21 19:30,0,0,0,16.3,908.9,8.8,0
2019/10/21 19:45,0,1,0,16.1,909,8.8,0
2019/10/21 20:00,0,1,0,16,909.3,8.9,0
2019/10/21 20:15,0,1,0,15.8,909.5,9.4,0
2019/10/21 20:30,0,1,0,15.7,909.5,9.7,0
2019/10/21 20:45,0,0,0,15.3,909.7,10.1,0
2019/10/21 21:00,0,0,0,15,909.7,10.3,0
2019/10/21 21:15,0,1,0,14.7,909.8,10.3,0
2019/10/21 21:30,0,2,0,13.5,909.7,13.4,0
2019/10/21 21:45,0,0,0,13.5,909.8,13.4,0
2019/10/21 22:00,0,0,0,13.5,909.9,13.6,0
2019/10/21 22:15,0,0,0,14.1,910.1,13,0
2019/10/21 22:30,0,2,0,13.3,910.3,14.7,0
2019/10/21 22:45,0,1,0,12.3,910.4,16.9,0
2019/10/21 23:00,0,0,0,12.2,910.5,17.4,0
2019/10/21 23:15,0,1,0,11.8,910.5,18.4,0
2019/10/21 23:30,0,0,0,11.4,910.7,19.2,0
2019/10/21 23:45,0,0,0,11.3,910.6,19.1,0
2019/10/22 0:00,0,1,0,10.9,910.8,19.9,0
2019/10/22 0:15,0,1,0,10,910.8,22.3,0
2019/10/22 0:30,0,0,0,10.9,910.5,18,0
2019/10/22 0:45,0,2,0,9.3,910.5,24,0
2019/10/22 1:00,0,0,0,9.6,910.7,22.7,0
2019/10/22 1:15,0,1,0,9.5,910.6,22.6,0
2019/10/22 1:30,0,0,0,9.3,910.5,24.3,0
2019/10/22 1:45,0,0,0,9.4,910.5,24.1,0
2019/10/22 2:00,0,0,0,9.2,910.4,23.3,0
2019/10/22 2:15,0,1,0,8.6,910.6,25.6,0
2019/10/22 2:30,0,0,0,8.9,910.7,24.8,0
2019/10/22 2:45,0,1,0,9.1,910.9,23.5,0
2019/10/22 3:00,0,0,0,8.9,911,24.4,0
2019/10/22 3:15,0,0,0,8.7,911,24.8,0
2019/10/22 3:30,0,0,0,9.1,910.9,23.7,0
2019/10/22 3:45,0,0,0,10.9,910.8,22.1,0
2019/10/22 4:00,0,1,0,9.8,910.8,24.6,0
2019/10/22 4:15,0,1,0,9.2,910.5,28,0
2019/10/22 4:30,0,1,0,9.2,910.4,29.1,0
2019/10/22 4:45,0,0,0,9,910.2,31.5,0
2019/10/22 5:00,0,0,0,9.1,910,35,0
2019/10/22 5:15,0,0,0,9.2,910.2,37.5,0
2019/10/22 5:30,0,0,0,9.1,910.2,38.8,0
2019/10/22 5:45,0,0,0,9.2,909.9,39.7,0
2019/10/22 6:00,0,0,0,9.2,910,40.9,0
2019/10/22 6:15,0,1,0,9,910,41.7,0
2019/10/22 6:30,0,0,0,9,910.1,42.6,0
2019/10/22 6:45,0,1,0,8.8,910.5,43.5,0
2019/10/22 7:00,0,0,0,8.8,910.4,44,0
2019/10/22 7:15,0,0,0,8.6,910.8,44.4,0
2019/10/22 7:30,0,0,0,8.6,910.7,44.3,0
2019/10/22 7:45,0,0,0,8.6,911,44.5,0
2019/10/22 8:00,4,0,4,8.4,911,44,0
2019/10/22 8:15,21,0,20,8.3,911.3,43.3,0.26
2019/10/22 8:30,18,0,15,8.3,911.3,42.5,0.41
2019/10/22 8:45,30,0,30,8.3,911.5,42,0.78
2019/10/22 9:00,63,0,63,8.3,911.7,41.6,2.3
2019/10/22 9:15,80,1,77,8.4,911.4,41.1,3.54
2019/10/22 9:30,109,1,93,8.4,912.2,40.6,4.35
2019/10/22 9:45,148,23,80,8.5,912.4,40.1,5.69
2019/10/22 10:00,287,136,93,8.7,912.6,39.1,12.56
2019/10/22 10:15,606,465,120,9.1,912.1,38.3,23.47
2019/10/22 10:30,666,423,183,9.2,912.4,37.6,26.2
2019/10/22 10:45,664,418,157,9.5,912,36.6,28.08
2019/10/22 11:00,748,513,140,9.5,912.1,36.1,29.52
2019/10/22 11:15,850,517,223,10,912.1,35.2,27.09
2019/10/22 11:30,950,498,255,10.1,912.2,35.3,27.05
2019/10/22 11:45,786,336,231,10.3,911.8,34.4,30.93
2019/10/22 12:00,723,271,245,10.4,912,33.8,28.8
2019/10/22 12:15,591,188,198,10.2,912.4,33.7,26.67
2019/10/22 12:30,797,393,162,10.3,912.4,33.6,29
2019/10/22 12:45,1005,623,150,10.6,912.4,33.2,29.24
2019/10/22 13:00,706,341,150,11.1,912.3,32.4,29.54
2019/10/22 13:15,944,520,255,11.4,912.1,32.2,32.36
2019/10/22 13:30,559,137,230,10.7,912.3,32.8,22.66
2019/10/22 13:45,1003,615,160,11,912.1,33.3,36.54
2019/10/22 14:00,667,282,217,11,911.8,32.8,28.37
2019/10/22 14:15,299,24,226,10.8,911.7,33.3,23.33
2019/10/22 14:30,146,1,146,10.4,911.9,35,8.2
2019/10/22 14:45,99,1,109,10.2,911.9,35.7,5.42
2019/10/22 15:00,115,2,128,9.5,912.1,35.8,6
2019/10/22 15:15,84,1,79,9.4,912,35.9,4.37
2019/10/22 15:30,185,2,184,9.1,912.2,35.7,7.14
2019/10/22 15:45,361,73,209,9.6,912.3,34.7,15.34
2019/10/22 16:00,304,23,201,9.2,912.4,35.1,10.14
2019/10/22 16:15,353,84,191,8.8,912.3,35.7,12.26
2019/10/22 16:30,306,62,178,8.3,913.1,38.1,11.79
2019/10/22 16:45,97,3,77,7.6,913.3,38.6,5.84
2019/10/22 17:00,161,16,107,7.4,913.8,40.5,4.98
2019/10/22 17:15,103,3,76,6.8,913.8,43.6,3.9
2019/10/22 17:30,78,1,65,6.2,914.2,47.9,3.1
2019/10/22 17:45,49,1,43,5.6,914.4,52.2,2.08
2019/10/22 18:00,30,1,27,4.9,914.9,54.1,1.02
2019/10/22 18:15,13,1,12,4.6,915,54.1,0.23
2019/10/22 18:30,6,1,6,4.2,915.2,55.3,0
2019/10/22 18:45,0,0,0,4.3,915.6,54.4,0
2019/10/22 19:00,0,0,0,3.7,915.9,55.1,0
2019/10/22 19:15,0,1,0,3.6,916,54.4,0
2019/10/22 19:30,0,0,0,3.6,916.5,53.9,0
2019/10/22 19:45,0,1,0,3.2,916.9,54.5,0
2019/10/22 20:00,0,0,0,3.2,917.8,55.6,0
2019/10/22 20:15,0,0,0,2.9,918,55.3,0
2019/10/22 20:30,0,0,0,2.9,918.2,54.9,0
2019/10/22 20:45,0,0,0,2.8,918.2,54.9,0
2019/10/22 21:00,0,0,0,2.9,918.7,56,0
2019/10/22 21:15,0,0,0,2.8,918.4,55,0
2019/10/22 21:30,0,0,0,2.8,918.8,55,0
2019/10/22 21:45,0,0,0,2.9,919,54.4,0
2019/10/22 22:00,0,0,0,2.8,919,53.8,0
2019/10/22 22:15,0,0,0,3,919.2,52.2,0
2019/10/22 22:30,0,0,0,3,919.6,51.6,0
2019/10/22 22:45,0,0,0,2.7,919.8,51.2,0
2019/10/22 23:00,0,0,0,3,920,50.1,0
2019/10/22 23:15,0,0,0,3.1,920,48.9,0
2019/10/22 23:30,0,0,0,2.8,920.3,48.2,0
2019/10/22 23:45,0,0,0,2.8,920.3,47.8,0
2019/10/23 0:00,0,1,0,2.5,920.1,48.3,0
2019/10/23 0:15,0,0,0,2.5,920.1,48,0
2019/10/23 0:30,0,1,0,2.1,919.8,47.9,0
2019/10/23 0:45,0,0,0,2.1,919.6,47.3,0
2019/10/23 1:00,0,0,0,2,919.6,46.7,0
2019/10/23 1:15,0,0,0,1.6,919.6,48.6,0
2019/10/23 1:30,0,0,0,1.5,919.6,47.2,0
2019/10/23 1:45,0,0,0,1.5,919.7,47.3,0
2019/10/23 2:00,0,1,0,1.1,919.8,48.3,0
2019/10/23 2:15,0,0,0,1.3,919.8,46.2,0
2019/10/23 2:30,0,1,0,1,919.8,46.8,0
2019/10/23 2:45,0,1,0,1.5,920.3,45.7,0
2019/10/23 3:00,0,1,0,1.3,920.5,43.4,0
2019/10/23 3:15,0,0,0,0.7,920.8,26.3,0
2019/10/23 3:30,0,0,0,0.5,920.8,30.6,0
2019/10/23 3:45,0,1,0,0,920.9,32.2,0
2019/10/23 4:00,0,1,0,-0.4,921,32.9,0
2019/10/23 4:15,0,1,0,-0.9,921,34.1,0
2019/10/23 4:30,0,1,0,-1.1,921,35,0
2019/10/23 4:45,0,1,0,-1.6,921.1,36.2,0
2019/10/23 5:00,0,1,0,-1.8,921.2,37.5,0
2019/10/23 5:15,0,0,0,-1.9,921.3,37.6,0
2019/10/23 5:30,0,1,0,-2.2,921.5,38.6,0
2019/10/23 5:45,0,0,0,-2.2,922.1,38.3,0
2019/10/23 6:00,0,1,0,-2.5,921.9,39.3,0
2019/10/23 6:15,0,0,0,-2.2,922,39.4,0
2019/10/23 6:30,0,0,12,-2.5,922.5,38.9,0
2019/10/23 6:45,0,0,0,-2.4,922.8,39,0
2019/10/23 7:00,0,0,0,-2.4,922.8,38.4,0
2019/10/23 7:15,0,0,0,-2.5,922.8,37,0
2019/10/23 7:30,0,0,0,-2.7,922.8,37.3,0
2019/10/23 7:45,0,0,0,-2.7,922.9,37.4,0
2019/10/23 8:00,11,0,6,-2.5,923.3,38.2,0
2019/10/23 8:15,69,154,16,-2.6,923.9,38.4,0
2019/10/23 8:30,135,275,25,-2.4,924.2,39.4,0
2019/10/23 8:45,226,396,34,-1.7,924.5,39.8,0
2019/10/23 9:00,319,489,40,-1.2,924.4,39,0
2019/10/23 9:15,414,545,46,-0.9,924.4,39.9,0
2019/10/23 9:30,509,615,52,-0.4,924.8,42.3,0
2019/10/23 9:45,568,631,57,-0.1,925,43.8,0
2019/10/23 10:00,643,693,60,0.5,925.1,42.6,0
2019/10/23 10:15,698,725,62,1.2,925.1,40.1,0
2019/10/23 10:30,743,734,68,1.7,925.1,38.6,0
2019/10/23 10:45,788,740,74,1.8,925.3,37.9,0
2019/10/23 11:00,838,751,79,2.3,925.5,35.9,0
2019/10/23 11:15,892,769,83,2.6,925.6,35,0
2019/10/23 11:30,933,769,86,3.1,925.7,34.9,0
2019/10/23 11:45,988,816,80,3.1,925.6,31.3,0
2019/10/23 12:00,1011,821,80,4,925.5,29.4,0
2019/10/23 12:15,1044,829,82,4.6,925.5,26.9,0
2019/10/23 12:30,1073,836,85,4.6,925.4,25.5,0
2019/10/23 12:45,1094,827,90,5.2,925.1,24.3,0
2019/10/23 13:00,1115,826,98,6,925.2,23.1,0
2019/10/23 13:15,1116,810,188,6.1,924.8,23,0
2019/10/23 13:30,1122,827,117,6.5,924.8,21.5,0
2019/10/23 13:45,1103,808,99,6.8,924.7,20.5,0
2019/10/23 14:00,1059,796,85,7.1,924.4,18.5,0
2019/10/23 14:15,1058,821,81,7.3,924.4,17.5,0
2019/10/23 14:30,1030,814,77,7.6,924.3,16.6,0
2019/10/23 14:45,998,793,75,8,924.1,15.9,0
2019/10/23 15:00,963,789,71,8.1,924,15.3,0
2019/10/23 15:15,914,774,67,8.7,924,13.9,0
2019/10/23 15:30,862,753,63,8.6,923.8,13.6,0
2019/10/23 15:45,793,730,60,8.7,923.7,13,0
2019/10/23 16:00,737,686,55,9.3,923.6,11.9,0
2019/10/23 16:15,698,649,54,8.1,923.8,13,0
2019/10/23 16:30,654,615,49,9.4,923.8,10.9,0
2019/10/23 16:45,603,560,45,8.7,923.6,11.7,0
2019/10/23 17:00,541,519,43,9.2,923.7,11,0
2019/10/23 17:15,480,490,39,8.6,923.5,12,0
2019/10/23 17:30,375,421,32,9.4,923.6,10.2,0
2019/10/23 17:45,278,354,26,9.2,923.5,11.2,0
2019/10/23 18:00,187,274,20,8.5,923.5,12.1,0
2019/10/23 18:15,106,183,14,8,923.6,13.4,0
2019/10/23 18:30,35,65,7,7.1,923.6,18.4,0
2019/10/23 18:45,0,1,0,6.5,923.8,20.5,0
2019/10/23 19:00,0,1,0,6.1,924,21.8,0
2019/10/23 19:15,0,0,0,5.8,924.1,23.1,0
2019/10/23 19:30,0,0,0,5.3,924.5,25.3,0
2019/10/23 19:45,0,0,0,4.9,924.5,27.9,0
2019/10/23 20:00,0,0,0,4.7,924.6,29.2,0
2019/10/23 20:15,0,0,0,4.7,924.6,30,0
2019/10/23 20:30,0,0,0,4.6,924.8,30.7,0
2019/10/23 20:45,0,1,0,4.3,924.7,31.5,0
2019/10/23 21:00,0,1,0,4,924.7,32.9,0
2019/10/23 21:15,0,0,0,3.7,924.7,35.1,0
2019/10/23 21:30,0,0,0,3.8,924.8,35.5,0
2019/10/23 21:45,0,1,0,3.5,924.8,36.7,0
2019/10/23 22:00,0,1,0,3.4,925,38.5,0
2019/10/23 22:15,0,0,0,3.5,925,38.7,0
2019/10/23 22:30,0,0,0,2.9,925,41.3,0
2019/10/23 22:45,0,1,0,2.9,925.1,41.6,0
2019/10/23 23:00,0,0,0,3.1,925.1,41.1,0
2019/10/23 23:15,0,0,0,3,925.2,39.8,0
2019/10/23 23:30,0,1,0,2.8,925.2,41,0
2019/10/23 23:45,0,0,0,2.6,925,40.3,0
2019/10/24 0:00,0,2,0,2.6,925.1,40.3,0
2019/10/24 0:15,0,0,0,2.8,925.1,40.3,0
2019/10/24 0:30,0,0,0,3,925,37.8,0
2019/10/24 0:45,0,0,0,3.2,925,36.8,0
2019/10/24 1:00,0,0,0,3.4,924.9,35.2,0
2019/10/24 1:15,0,1,0,3.3,924.8,34.9,0
2019/10/24 1:30,0,3,0,2.1,924.7,39.8,0
2019/10/24 1:45,0,1,0,2,924.6,39.9,0
2019/10/24 2:00,0,0,0,1.7,924.7,41.8,0
2019/10/24 2:15,0,0,0,1.8,924.7,40,0
2019/10/24 2:30,0,1,0,1.7,924.7,39.7,0
2019/10/24 2:45,0,2,0,0.2,924.5,45.2,0
2019/10/24 3:00,0,0,0,0.2,924.6,47.2,0
2019/10/24 3:15,0,1,0,-0.6,924.7,47.9,0
2019/10/24 3:30,0,1,0,-0.9,924.8,48.6,0
2019/10/24 3:45,0,0,0,-1.2,924.9,48.8,0
2019/10/24 4:00,0,1,0,-1.2,924.9,48.2,0
2019/10/24 4:15,0,0,0,-1,924.9,45.8,0
2019/10/24 4:30,0,0,0,-0.9,925,44.7,0
2019/10/24 4:45,0,1,0,-1.1,924.8,45,0
2019/10/24 5:00,0,0,0,-0.9,924.9,43.7,0
2019/10/24 5:15,0,0,0,-0.9,925,41.8,0
2019/10/24 5:30,0,0,0,-0.8,925,41,0
2019/10/24 5:45,0,0,0,-1.2,925.1,41.7,0
2019/10/24 6:00,0,0,0,-1.1,925.2,40.4,0
2019/10/24 6:15,0,0,0,-1,925.2,40.2,0
2019/10/24 6:30,0,1,0,-2,925.3,42.8,0
2019/10/24 6:45,0,1,0,-2.1,925.4,41.3,0
2019/10/24 7:00,0,1,0,-2.3,925.6,40,0
2019/10/24 7:15,0,1,0,-2.7,925.7,42.1,0
2019/10/24 7:30,0,1,0,-2.8,925.9,39.6,0
2019/10/24 7:45,1,0,0,-2.3,926,40,0
2019/10/24 8:00,21,49,5,-2.8,926.1,39.2,0
2019/10/24 8:15,93,262,14,-2.5,926.1,39.7,0
2019/10/24 8:30,168,407,21,-1.9,926.2,38.2,0
2019/10/24 8:45,259,519,27,-1.2,926.2,35.6,0
2019/10/24 9:00,353,600,31,-0.6,926.2,33.9,0
2019/10/24 9:15,449,659,37,-1.2,926.2,34.5,0
2019/10/24 9:30,511,665,40,0,926.2,32.2,0
2019/10/24 9:45,586,706,43,0.6,926.2,29.6,0
2019/10/24 10:00,671,773,45,1.9,926,28.9,0
2019/10/24 10:15,723,804,47,2.7,926,27.7,0
2019/10/24 10:30,751,816,48,3,926,26.2,0
2019/10/24 10:45,818,834,53,4.3,926,26,0
2019/10/24 11:00,846,822,54,5.9,925.8,22.9,0
2019/10/24 11:15,923,865,56,6.6,925.8,22,0
2019/10/24 11:30,966,861,59,6.6,925.5,21.8,0
2019/10/24 11:45,1023,887,62,6.7,925.3,21.2,0
2019/10/24 12:00,1059,899,63,6.8,925.1,20.3,0
2019/10/24 12:15,1081,897,63,7,924.9,19.8,0
2019/10/24 12:30,995,768,73,7.2,924.8,19.1,0
2019/10/24 12:45,1146,892,73,7.7,924.6,17.9,0
2019/10/24 13:00,1099,828,82,7.6,924.6,17.9,0
2019/10/24 13:15,993,704,154,8,924.5,17.4,0
2019/10/24 13:30,1164,876,99,8.4,924.4,16.5,0
2019/10/24 13:45,1063,784,79,8.9,924.3,15.3,0
2019/10/24 14:00,1115,859,68,9,924,14.1,0
2019/10/24 14:15,1103,854,68,9.4,923.8,14.1,0
2019/10/24 14:30,953,741,68,9.5,923.6,13.5,0
2019/10/24 14:45,1031,801,66,9.1,923.5,13.7,0
2019/10/24 15:00,990,791,61,9.4,923.3,13.1,0
2019/10/24 15:15,941,771,61,9.6,923.1,12.7,0
2019/10/24 15:30,878,751,55,10.5,922.8,11.9,0
2019/10/24 15:45,818,712,54,10.1,922.8,11.3,0
2019/10/24 16:00,768,663,52,10,922.7,10.6,0
2019/10/24 16:15,718,618,48,10.5,922.7,10.6,0
2019/10/24 16:30,678,588,46,10.2,922.6,9.7,0
2019/10/24 16:45,632,530,44,10.1,922.6,9,0
2019/10/24 17:00,603,512,44,10.1,922.6,9,0
2019/10/24 17:15,514,467,37,10.2,922.6,9.3,0
2019/10/24 17:30,392,397,33,9.7,922.6,10.4,0
2019/10/24 17:45,289,329,27,9.6,922.6,10.8,0
2019/10/24 18:00,97,97,19,9.3,922.8,11.5,0
2019/10/24 18:15,89,125,15,9.1,922.9,11.8,0
2019/10/24 18:30,10,3,4,8.5,922.9,13.1,0
2019/10/24 18:45,0,1,0,7.8,923.1,14.8,0
2019/10/24 19:00,0,1,0,7.5,923.4,15.8,0
2019/10/24 19:15,0,1,0,7.1,923.5,16.5,0
2019/10/24 19:30,0,0,0,7,923.8,17.1,0
2019/10/24 19:45,0,0,0,7.2,923.9,17,0
2019/10/24 20:00,0,0,0,6.9,924.1,17.5,0
2019/10/24 20:15,0,1,0,6.5,924,18.1,0
2019/10/24 20:30,0,0,0,6.6,924.2,18.1,0
2019/10/24 20:45,0,0,0,6.4,924.3,18.1,0
2019/10/24 21:00,0,1,0,6.3,924.5,18.8,0
2019/10/24 21:15,0,1,0,6,924.7,18.7,0
2019/10/24 21:30,0,0,0,6.1,924.8,18.6,0
2019/10/24 21:45,0,0,0,6.1,924.8,18.9,0
2019/10/24 22:00,0,1,0,6.2,924.9,18.6,0
2019/10/24 22:15,0,1,0,5.6,925,19.7,0
2019/10/24 22:30,0,0,0,5.1,925,19.7,0
2019/10/24 22:45,0,0,0,5,925.1,20.9,0
2019/10/24 23:00,0,1,0,4.7,925.2,20.7,0
2019/10/24 23:15,0,1,0,4.1,925.3,21.9,0
2019/10/24 23:30,0,1,0,3.6,925.4,23.8,0
2019/10/24 23:45,0,0,0,3.5,925.5,24.4,0
2019/10/25 0:00,0,0,0,3.7,925.4,24.2,0
2019/10/25 0:15,0,0,0,3.4,925.4,24.9,0
2019/10/25 0:30,0,0,0,3.4,925.5,25.2,0
2019/10/25 0:45,0,0,0,3.3,925.4,25.7,0
2019/10/25 1:00,0,1,0,3,925.4,26.5,0
2019/10/25 1:15,0,1,0,2.7,925.3,28.3,0
2019/10/25 1:30,0,0,0,2.8,925.2,27.8,0
2019/10/25 1:45,0,1,0,2.6,925.3,28.3,0
2019/10/25 2:00,0,1,0,2.3,925.1,29.1,0
2019/10/25 2:15,0,0,0,2.1,925,29.8,0
2019/10/25 2:30,0,0,0,2.6,924.9,28,0
2019/10/25 2:45,0,0,0,3.1,924.9,26.3,0
2019/10/25 3:00,0,1,0,2.2,924.7,29.2,0
2019/10/25 3:15,0,1,0,1.5,924.7,31.2,0
2019/10/25 3:30,0,0,0,1.7,924.8,30.5,0
2019/10/25 3:45,0,0,0,2.1,924.7,29.7,0
2019/10/25 4:00,0,1,0,1.8,924.7,29.7,0
2019/10/25 4:15,0,1,0,1.6,924.5,28.2,0
2019/10/25 4:30,0,0,0,1.9,924.4,27.3,0
2019/10/25 4:45,0,0,0,1.9,924.2,27.2,0
2019/10/25 5:00,0,1,0,1.5,924.1,28,0
2019/10/25 5:15,0,0,0,1.1,924,27.6,0
2019/10/25 5:30,0,1,0,0.8,924.1,27.2,0
2019/10/25 5:45,0,0,0,0.8,924.2,27,0
2019/10/25 6:00,0,0,0,0.6,924.3,26.3,0
2019/10/25 6:15,0,0,0,0.2,924.2,26.4,0
2019/10/25 6:30,0,0,0,0.1,924.3,26.9,0
2019/10/25 6:45,0,0,0,0.2,924.3,26.5,0
2019/10/25 7:00,0,0,0,0.2,924.3,26.5,0
2019/10/25 7:15,0,0,0,0.2,924.3,26.2,0
2019/10/25 7:30,0,0,0,0.2,924.4,26.3,0
2019/10/25 7:45,0,0,0,0.2,924.2,25.8,0
2019/10/25 8:00,8,0,4,0.3,924.4,26.4,0
2019/10/25 8:15,45,55,16,0.9,924.3,25.1,0.52
2019/10/25 8:30,114,179,28,1.2,924.3,24.4,2.14
2019/10/25 8:45,191,277,38,1.5,924.3,24.2,5.49
2019/10/25 9:00,280,361,47,2,924.3,23.3,9.64
2019/10/25 9:15,365,427,53,2.6,924.4,22.5,13.31
2019/10/25 9:30,455,488,59,3.3,924.4,21.8,17.15
2019/10/25 9:45,533,537,65,4.4,924.5,20.9,20.62
2019/10/25 10:00,602,584,71,5.4,924.3,18.5,23.88
2019/10/25 10:15,668,640,72,6.4,924.2,17.7,26.79
2019/10/25 10:30,720,674,73,8.1,924.2,15.3,29.58
2019/10/25 10:45,776,706,74,9.4,924,13.6,32.07
2019/10/25 11:00,823,726,76,10.1,924,12.1,34.16
2019/10/25 11:15,877,743,78,10.4,923.8,11.2,36.03
2019/10/25 11:30,923,758,77,11.1,923.6,10.6,37.58
2019/10/25 11:45,972,779,80,10.8,923.4,11.4,38.99
2019/10/25 12:00,1005,783,83,11.1,923.5,10.8,40.11
2019/10/25 12:15,1030,783,86,10.4,923.3,11.5,40.93
2019/10/25 12:30,1059,794,87,10.9,923.3,11.1,41.63
2019/10/25 12:45,1082,762,91,11.4,923.1,10.4,42.32
2019/10/25 13:00,1098,753,98,12.1,923,10.1,42.65
2019/10/25 13:15,1110,742,180,12.1,922.9,10.3,42.83
2019/10/25 13:30,1108,742,119,11.7,922.6,9.9,42.93
2019/10/25 13:45,1088,732,96,11.7,922.5,9.9,43.06
2019/10/25 14:00,1060,715,90,12,922.2,10.1,42.77
2019/10/25 14:15,1034,700,87,12.4,922.1,9.8,42.12
2019/10/25 14:30,1001,675,88,12.3,921.9,9.5,41.26
2019/10/25 14:45,977,658,83,12.7,921.4,9.1,40.18
2019/10/25 15:00,942,653,80,12.3,921.2,8.8,39.14
2019/10/25 15:15,887,619,76,13.2,921,8,37.8
2019/10/25 15:30,836,556,75,12.7,920.9,7.9,36.24
2019/10/25 15:45,771,556,72,13,920.9,7.1,34.31
2019/10/25 16:00,717,507,70,12.7,920.5,7.5,32.15
2019/10/25 16:15,677,466,66,12.9,920.8,7,29.72
2019/10/25 16:30,636,443,62,13,920.9,7.1,27.01
2019/10/25 16:45,570,378,56,13.3,920.8,6.6,24.26
2019/10/25 17:00,501,340,51,13.2,920.8,6.8,21.03
2019/10/25 17:15,418,296,46,13.3,921,6.5,17.57
2019/10/25 17:30,332,250,41,12.7,921.2,7.8,13.62
2019/10/25 17:45,235,193,34,12.7,921,7.9,9.72
2019/10/25 18:00,145,130,26,12.4,921.1,7.8,5.44
2019/10/25 18:15,65,59,16,12,921.5,9,1.93
2019/10/25 18:30,9,4,4,11.5,921.5,9.2,0.33
2019/10/25 18:45,0,2,0,10.9,921.5,9.9,0
2019/10/25 19:00,0,1,0,10.5,921.8,10.2,0
2019/10/25 19:15,0,1,0,10,921.9,10.8,0
2019/10/25 19:30,0,1,0,9.8,922.1,11.2,0
2019/10/25 19:45,0,0,0,9.9,922.1,11.2,0
2019/10/25 20:00,0,0,0,9.9,922.4,10.8,0
2019/10/25 20:15,0,1,0,9.7,922.6,11.5,0
2019/10/25 20:30,0,0,0,9.5,922.7,11.5,0
2019/10/25 20:45,0,0,0,9.8,922.8,11.5,0
2019/10/25 21:00,0,1,0,9.2,922.9,11.8,0
2019/10/25 21:15,0,1,0,9.1,922.9,11.9,0
2019/10/25 21:30,0,2,0,7.7,923,13.4,0
2019/10/25 21:45,0,0,0,7,923.1,15.8,0
2019/10/25 22:00,0,0,0,6.5,923,17.2,0
2019/10/25 22:15,0,0,0,7,923,16.2,0
2019/10/25 22:30,0,0,0,6.6,923,16.8,0
2019/10/25 22:45,0,0,0,6.4,923.1,17.2,0
2019/10/25 23:00,0,0,0,6.6,923.3,17.1,0
2019/10/25 23:15,0,1,0,6,923.2,18,0
2019/10/25 23:30,0,0,0,5.2,923.1,19.7,0
2019/10/25 23:45,0,0,0,5.2,923.3,19.7,0
2019/10/26 0:00,0,0,0,4.9,923.3,20.5,0
2019/10/26 0:15,0,0,0,4.6,923.4,21.2,0
2019/10/26 0:30,0,0,0,4.5,923.4,20.2,0
2019/10/26 0:45,0,0,0,4.2,923.5,21.5,0
2019/10/26 1:00,0,1,0,4.3,923.6,21.1,0
2019/10/26 1:15,0,1,0,4,923.5,22,0
2019/10/26 1:30,0,1,0,3.5,923.4,22.8,0
2019/10/26 1:45,0,1,0,3.1,923.3,23.4,0
